Unnamed: 0,File,sep= Submitting Device,Device User_x,Form Completed_x,Upload Completed_x,Submission ID_x,Submission ID generated by device_x,tree_id,Tree Barcode - 树条码 : timestamp,Tree Barcode - 树条码 : geostamp,Tree Status - 树状态 : Tree Vitality Score Guide - 树活力评分指南,Tree Status - 树状态 : Tree Vitality Score - 树活力评分,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : timestamp,Tree Status - 树状态 : Tree Vitality Score - 树活力评分 : geostamp,Tree Status - 树状态 : Tree Status Image - 树状态图像,Tree Status - 树状态 : Tree Symptom  -  树症状,Tree Status - 树状态 : Twig symptom - 树枝症状,Tree Status - 树状态 : Twig Vitality Score - 树活力评分,Tree Status - 树状态 : Branch symptom - 分支症状,Tree Status - 树状态 : Branch Vitality Score - 树活力评分,Tree Status - 树状态 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Trunk Vitality Score - 树活力评分,Tree Status - 树状态 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Leaves Vitality Score - 树活力评分,Tree Status - 树状态 : Bark symptom - 树皮症状,Tree Status - 树状态 : Bark Vitality Score - 树活力评分,Tree Status - 树状态 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Sap sucker symptom - 啄木鸟啄食症状,Tree Status - 树状态 : Other damage - 其他损坏,Tree Status - 树状态 : Tree images -  树 图片 : Tree Status image  - 树状态和损坏图像,Tree Status - 树状态 : Tree images -  树 图片 : Twig symptom - 树枝症状,Tree Status - 树状态 : Tree images -  树 图片 :  Branch symptom - 分支症状,Tree Status - 树状态 : Tree images -  树 图片 : Trunk symptom - 躯干症状,Tree Status - 树状态 : Tree images -  树 图片 :  Leaves symptom - 叶子症状,Tree Status - 树状态 : Tree images -  树 图片 : Bark symptom - 树皮症状,Tree Status - 树状态 : Tree images -  树 图片 : Fungi symptom - 真菌症状,Tree Status - 树状态 : Tree images -  树 图片 : Sap sucker symptom - 吸液器症状,Tree Status - 树状态 : Tree images -  树 图片 : Other damage - 其他损坏,Tree Status - 树状态 : Tree Status Notes - 树状态说明,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : timestamp,Beetle Observation - 甲虫观察 : Beetle Count - 甲虫计数 : geostamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : timestamp,Beetle Observation - 甲虫观察 : Beetle Family -  甲虫家族 : geostamp,Beetle Observation - 甲虫观察 : Beetle Genus - 甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Species -  甲虫种类 : geostamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 : timestamp 2,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 3,Beetle Observation - 甲虫观察 : Beetle Subfamily - 亚科/种类,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 4,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 5,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 6,Beetle Observation - 甲虫观察 : Beetle Genus -  甲虫属 7,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : timestamp,Beetle Observation - 甲虫观察 : Add New Beetle - 添加新甲壳虫 : geostamp,Beetle Observation - 甲虫观察 : Beetle Image - 甲虫图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle evidence images - 甲虫证据图片 : Beetle Image - 甲虫图片,Beetle Observation - 甲虫观察 : Beetle Notes -  笔记,Beetle Observation - 甲虫观察 : Beetle code ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : timestamp,Beetle Observation - 甲虫观察 : Beetle code ID - 甲壳虫代码 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : timestamp,Beetle Observation - 甲虫观察 : Beetle_Observation_______/Beetle_code_ID_hidden : geostamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : timestamp,Beetle Observation - 甲虫观察 : Observation ID - 观察 ID : geostamp,Beetle Observation - 甲虫观察 : Beetle_Observation_Index_value,Beetle Observation - 甲虫观察 : Time_of_recording,Beetle Observation - 甲虫观察 : Time_of_recording : timestamp,Notes -  笔记_x,Submitting Device,Device User_y,Form Completed_y,Upload Completed_y,Submission ID_y,Submission ID generated by device_y,Barcode and Picture - 条码和图片 : Tree Barcode - 树条码 : timestamp,Barcode and Picture - 条码和图片 : Tree Barcode - 树条码 : geostamp,Barcode and Picture - 条码和图片 : Tree Image - 树图像,Barcode and Picture - 条码和图片 : Tree Image - 树图像 : timestamp,Barcode and Picture - 条码和图片 : Tree Image - 树图像 : geostamp,Tree Details - 树详细信息 : Site - 地点,Tree Details - 树详细信息 : Site - 地点 : timestamp,Tree Details - 树详细信息 : Site - 地点 : geostamp,Tree Details - 树详细信息 : Tree species -  树种,Tree Details - 树详细信息 : Tree species -  树种 : timestamp,Tree Details - 树详细信息 : Tree species -  树种 : geostamp,Tree Details - 树详细信息 : New Tree Species - 添加新树种,Tree Details - 树详细信息 : Stressor - 压力源,Tree Details - 树详细信息 : Stressor - 压力源 : timestamp,Tree Details - 树详细信息 : Stressor - 压力源 : geostamp,Notes -  笔记_y,Notes -  笔记 : timestamp,Notes -  笔记 : geostamp,tree_vitality,tree_species,beetle_taxonomy
1818,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:02:48 +08:00,2022-08-03 05:03:05 +00:00,72928707,5cae2e2c-ac01-466c-9602-53ec60f98e9e,14798206,2022-08-03 13:02:10,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8e666010-f517-013a-f67a-2a52260daeb2,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/90b5e260-f517-013a-f67a-2a52260daeb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
1819,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:04:09 +08:00,2022-08-03 05:04:34 +00:00,72928725,16c544f5-3abc-4441-be82-b39fd52a8660,14798201,2022-08-03 13:03:10,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/bfe52040-f517-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/c1636060-f517-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:31:11 +08:00,2022-07-01 01:38:30 +00:00,71975851.0,021b7cdc-c7d4-4eaf-bb4d-e4df948817e4,2022-07-01 09:30:07,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7e16b560-db0c-013a-5b47-26763592eac7,2022-07-01 09:30:23,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:30:26,,Sweetgum - 枫香 - Liquidambar styraciflua Linn,2022-07-01 09:31:05,,,None - 没有任何,2022-07-01 09:31:08,,,,,9,Sweetgum,
1820,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:05:19 +08:00,2022-08-03 05:05:41 +00:00,72928734,6a93e76b-d86c-41a1-933a-4978dad07e08,14798199,2022-08-03 13:04:38,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e9788890-f517-013a-eae6-528f1be0849c,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/eb060d60-f517-013a-eae6-528f1be0849c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:26:37 +08:00,2022-07-01 01:37:55 +00:00,71975835.0,d59b5218-1c1c-4580-8e2a-2dd43377ef91,2022-07-01 09:26:12,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6714fa80-db0c-013a-37d9-16a0930e2fbe,2022-07-01 09:26:25,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:26:29,,Nuttall oak - 娜塔栎 - Quercus nuttallii Palmer,2022-07-01 09:26:31,,,None - 没有任何,2022-07-01 09:26:34,,,,,8,Nuttall oak,
1821,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:06:50 +08:00,2022-08-03 05:07:29 +00:00,72928753,069c5893-b156-404b-a168-864493378e2c,14798198,2022-08-03 13:05:45,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2d41c3e0-f518-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2f304960-f518-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-06-30 21:25:04 -04:00,2022-10-10 14:03:03 +00:00,74842608.0,2070a389-bea5-4bed-a157-61217b304e17,2022-06-30 21:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b1777f30-2ad2-013b-dd7a-5223e90b0c43,2022-06-30 21:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-06-30 21:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-06-30 21:24:59,,,None - 没有任何,2022-06-30 21:25:02,,,,,7,Pecan,
1822,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:06:50 +08:00,2022-08-03 05:07:29 +00:00,72928753,069c5893-b156-404b-a168-864493378e2c,14798198,2022-08-03 13:05:45,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2d41c3e0-f518-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2f304960-f518-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:27:59 +08:00,2022-07-05 07:28:04 +00:00,72065099.0,800c4880-f1a3-4449-a27a-6a8ebf36a35d,2022-07-01 09:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f9b6f980-de61-013a-1f3b-2e18891f7914,2022-07-01 09:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-07-01 09:24:59,,,None - 没有任何,2022-07-01 09:25:02,,,,,7,Pecan,
1823,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:06:50 +08:00,2022-08-03 05:07:29 +00:00,72928753,069c5893-b156-404b-a168-864493378e2c,14798198,2022-08-03 13:05:45,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2d41c3e0-f518-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/2f304960-f518-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-03 08:17:34 +08:00,2022-07-03 00:17:42 +00:00,72019601.0,25bba24b-e8fb-4a25-b434-6473a5c5858b,2022-07-01 09:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/87244390-dc93-013a-8dc6-7235f1997a25,2022-07-01 09:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-07-01 09:24:59,,,None - 没有任何,2022-07-01 09:25:02,,,,,7,Pecan,
1824,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:06:50 +08:00,2022-08-03 05:07:29 +00:00,72928753,069c5893-b156-404b-a168-864493378e2c,14798198,2022-08-03 13:05:45,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/310d1200-f518-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/32e12100-f518-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-06-30 21:25:04 -04:00,2022-10-10 14:03:03 +00:00,74842608.0,2070a389-bea5-4bed-a157-61217b304e17,2022-06-30 21:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/b1777f30-2ad2-013b-dd7a-5223e90b0c43,2022-06-30 21:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-06-30 21:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-06-30 21:24:59,,,None - 没有任何,2022-06-30 21:25:02,,,,,7,Pecan,
1825,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:06:50 +08:00,2022-08-03 05:07:29 +00:00,72928753,069c5893-b156-404b-a168-864493378e2c,14798198,2022-08-03 13:05:45,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/310d1200-f518-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/32e12100-f518-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-05 15:27:59 +08:00,2022-07-05 07:28:04 +00:00,72065099.0,800c4880-f1a3-4449-a27a-6a8ebf36a35d,2022-07-01 09:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f9b6f980-de61-013a-1f3b-2e18891f7914,2022-07-01 09:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-07-01 09:24:59,,,None - 没有任何,2022-07-01 09:25:02,,,,,7,Pecan,
1826,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:06:50 +08:00,2022-08-03 05:07:29 +00:00,72928753,069c5893-b156-404b-a168-864493378e2c,14798198,2022-08-03 13:05:45,,,7 - Not completely healthy - 不完全健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Wilting - 枯萎",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/310d1200-f518-013a-6fbc-6231b139828a,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/32e12100-f518-013a-6fbc-6231b139828a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-03 08:17:34 +08:00,2022-07-03 00:17:42 +00:00,72019601.0,25bba24b-e8fb-4a25-b434-6473a5c5858b,2022-07-01 09:24:34,,http://app.devicemagic.com/organizations/261690/stored_files/v2/87244390-dc93-013a-8dc6-7235f1997a25,2022-07-01 09:24:47,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:24:52,,Pecan - 美国山核桃 - Carya illinoinensis (Wangenh) K. Koch,2022-07-01 09:24:59,,,None - 没有任何,2022-07-01 09:25:02,,,,,7,Pecan,
1827,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:08:02 +08:00,2022-08-03 05:08:18 +00:00,72928765,84296743-d008-4ffb-af91-5f30cc4e6b9a,14798197,2022-08-03 13:07:11,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Chewing - 大量咀嚼,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/47e9d580-f518-013a-27b8-3aa56be2300f,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/4c1eb890-f518-013a-27b8-3aa56be2300f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:23:42 +08:00,2022-07-01 01:24:12 +00:00,71975653.0,9b070cfd-e373-4ba7-b551-62aa0c61b45a,2022-07-01 09:23:13,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7fe3fd00-db0a-013a-d379-4e7457d58df3,2022-07-01 09:23:26,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:23:30,,Sweetgum - 枫香 - Liquidambar styraciflua Linn,2022-07-01 09:23:36,,,None - 没有任何,2022-07-01 09:23:39,,,,,9,Sweetgum,
1828,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:09:11 +08:00,2022-08-03 05:09:22 +00:00,72928776,0268090b-875e-44c6-a43b-21ba8fb3c817,14798196,2022-08-03 13:08:32,,,10 - Vigorous (not a single issue) - 非常茂盛的（无任何健康问题）,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/6c0d7c60-f518-013a-27b8-3aa56be2300f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:28:58 +08:00,2022-07-01 01:38:28 +00:00,71975850.0,d4a37e1a-2482-4dc0-8f88-4becd47f81bb,2022-07-01 09:28:20,,http://app.devicemagic.com/organizations/261690/stored_files/v2/7cf19a90-db0c-013a-37d9-16a0930e2fbe,2022-07-01 09:28:36,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:28:39,,Loblolly pine - 火炬松 - Pinus taeda Linn,2022-07-01 09:28:52,,,None - 没有任何,2022-07-01 09:28:55,,,,,10,Loblolly pine,
1829,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:09:59 +08:00,2022-08-03 05:10:22 +00:00,72928781,725bcee8-b495-4939-813c-f8df69d921fb,14798194,2022-08-03 13:09:22,,,9 - Very healthy - 非常健康的,,,,Leaves - 树叶,,,,,,,Wilting - 枯萎,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/8f1dfd10-f518-013a-eae6-528f1be0849c,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/90da2770-f518-013a-eae6-528f1be0849c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:19:51 +08:00,2022-07-01 01:20:18 +00:00,71975614.0,5886a11f-4fb2-429a-84e7-ae1944ebfcf0,2022-07-01 09:19:25,,http://app.devicemagic.com/organizations/261690/stored_files/v2/f3f6c8d0-db09-013a-e89b-268f1191ea73,2022-07-01 09:19:39,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:19:43,,Slash pine - 湿地松 - Pinus elliottii,2022-07-01 09:19:46,,,None - 没有任何,2022-07-01 09:19:48,,,,,9,Slash pine,
1830,Tree Surveying Form - 树木测量表 (7).csv,Android_2218cdb2-5ad9-49ab-aee1-cc68786d2ee6,youcheng Chen,2022-08-03 13:11:09 +08:00,2022-08-03 05:11:32 +00:00,72928792,f0aee660-9380-4173-96c2-d2f79c08fd25,14798195,2022-08-03 13:10:06,,,8 - Mostly healthy - 大部分健康的,,,,Leaves - 树叶,,,,,,,"Chewing - 大量咀嚼,Spots - 斑点",,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/bafa1e00-f518-013a-d2d0-22d271e66810,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/bd0b7170-f518-013a-d2d0-22d271e66810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-01 09:21:56 +08:00,2022-07-01 01:22:32 +00:00,71975638.0,46888d35-cd40-4a86-8864-1ade07e1fc17,2022-07-01 09:21:29,,http://app.devicemagic.com/organizations/261690/stored_files/v2/42b84720-db0a-013a-2338-427655679feb,2022-07-01 09:21:44,,China: Xishuangbanna Tropical Botanical Garden (XTBG) - 西双版纳热带植物园,2022-07-01 09:21:47,,Nuttall oak - 娜塔栎 - Quercus nuttallii Palmer,2022-07-01 09:21:50,,,None - 没有任何,2022-07-01 09:21:53,,,,,8,Nuttall oak,
1831,Tree Surveying Form - 树木测量表 (6).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-28 18:27:22 +08:00,2022-07-28 10:27:27 +00:00,72785497,d59cf163-bf2b-43e4-a32f-0b05412920c8,14798318,2022-07-28 18:26:40,,,3 - Probably dying - 可能正在死亡,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/dacf8fb0-f08d-013a-6822-7e49fd57e048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-26 06:26:12 +08:00,2022-07-25 22:26:17 +00:00,72706614.0,e654a7d3-1c00-4d1a-b897-57b9c84123d0,2022-07-26 06:25:50,,http://app.devicemagic.com/organizations/261690/stored_files/v2/cd535e50-ee96-013a-f6fd-7e49fd57e048,2022-07-26 06:26:00,,China:  Fu'an - 福安,2022-07-26 06:26:03,,Tulip poplar - 郁金香杨树 - Liriodendron tulipifera,2022-07-26 06:26:07,,,None - 没有任何,2022-07-26 06:26:09,,,,,3,Tulip poplar,
1832,Tree Surveying Form - 树木测量表 (6).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-28 18:27:42 +08:00,2022-07-28 10:27:49 +00:00,72785506,473adf6b-7b0d-4192-9081-221ff9f26656,14798319,2022-07-28 18:27:27,,,3 - Probably dying - 可能正在死亡,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/e715bb00-f08d-013a-c0f8-3ae9dbdef2ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-26 06:27:40 +08:00,2022-07-25 22:27:47 +00:00,72706638.0,37c17f98-3012-4416-b244-1ad1d629da44,2022-07-26 06:27:17,,http://app.devicemagic.com/organizations/261690/stored_files/v2/037e9410-ee97-013a-657c-0ae2efa9df12,2022-07-26 06:27:28,,China:  Fu'an - 福安,2022-07-26 06:27:32,,Tulip poplar - 郁金香杨树 - Liriodendron tulipifera,2022-07-26 06:27:35,,,None - 没有任何,2022-07-26 06:27:37,,,,,3,Tulip poplar,
1833,Tree Surveying Form - 树木测量表 (6).csv,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-28 18:28:17 +08:00,2022-07-28 10:28:23 +00:00,72785523,425ecd3b-df39-474f-b8c3-ab9a872097f3,14798320,2022-07-28 18:27:48,,,3 - Probably dying - 可能正在死亡,,,,,,,,,,,,,,,,,,http://app.devicemagic.com/organizations/261690/stored_files/v2/fc9fe9b0-f08d-013a-2ab2-3ad5edc05a86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android_8253584e-4501-4a38-a4f1-b366e35f29ce,Yiyi Dong,2022-07-26 06:29:22 +08:00,2022-07-25 22:29:33 +00:00,72706668.0,9288966f-aa6e-42a8-8864-67b8b82c2b53,2022-07-26 06:28:59,,http://app.devicemagic.com/organizations/261690/stored_files/v2/3f9346e0-ee97-013a-6d31-4e839545f5bc,2022-07-26 06:29:11,,China:  Fu'an - 福安,2022-07-26 06:29:15,,Tulip poplar - 郁金香杨树 - Liriodendron tulipifera,2022-07-26 06:29:18,,,None - 没有任何,2022-07-26 06:29:20,,,,,3,Tulip poplar,
